Thread ID: 2148446640
Total: 0.029698

 %self     total     self     wait    child    calls  name
  0.05      0.00     0.00     0.00     0.00        1  Rack::Lint#each
  0.05      0.00     0.00     0.00     0.00        1  Rack::Utils::HeaderHash#initialize
  0.05      0.00     0.00     0.00     0.00        2  Hash#update
  0.05      0.00     0.00     0.00     0.00        1  Authlogic::Session::Klass::InstanceMethods#initialize
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Response#default_charset
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::OptionsHash#initialize
  0.05      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionHandler#connected?
  0.05      0.00     0.00     0.00     0.00        1  ActiveSupport::OrderedHash#[]=
  0.05      0.00     0.00     0.00     0.00        1  ApplicationController#filter_parameters
  0.05      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#after_dispatch_callback_chain
  0.05      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#params_key
  0.05      0.02     0.00     0.00     0.02        1  <Class::ActionController::Base>#process
  0.05      0.00     0.00     0.00     0.00        4  Module#<
  0.05      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#camelize
  0.05      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.05      0.00     0.00     0.00     0.00        1  <Class::ActionView::PathSet>#type_cast
  0.05      0.02     0.00     0.00     0.02        1  ActionController::Dispatcher#call
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Request#request_parameters
  0.05      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#allow_http_basic_auth?
  0.05      0.00     0.00     0.00     0.00        2  ActiveSupport::BufferedLogger#info?
  0.05      0.00     0.00     0.00     0.00        1  Sass::Plugin#check_for_updates
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Request#port
  0.05      0.00     0.00     0.00     0.00        3  Kernel#===
  0.05      0.00     0.00     0.00     0.00        4  Array#initialize
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#load_session
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Request#port_string
  0.05      0.00     0.00     0.00     0.00        2  Authlogic::Session::Session::Config#session_key
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Response#nonempty_ok_response?
  0.05      0.00     0.00     0.00     0.00        4  String#upcase
  0.04      0.00     0.00     0.00     0.00        2  Array#pack
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Integration::Runner#copy_session_variables!
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#store
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Request#host_with_port
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Request#query_parameters
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Request#form_data?
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        2  Authlogic::ControllerAdapters::AbstractAdapter#session
  0.04      0.00     0.00     0.00     0.00        2  StringIO#initialize
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::OrderedHash#initialize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::I18n::Translator#translate
  0.04      0.00     0.00     0.00     0.00        1  I18n::Backend::Base#interpolate
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Base#send_response
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::HttpAuthentication::Basic#authenticate
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#persist_by_http_auth?
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#camelize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::PriorityRecord#attempted_record=
  0.04      0.00     0.00     0.00     0.00        1  <Module::Rack::Utils::Multipart>#parse_multipart
  0.04      0.00     0.00     0.00     0.00        3  ActionController::Integration::Session#https?
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#flush_logger
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#connected?
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        4  <Class::Array>#allocate
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionView::PathSet#initialize
  0.04      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#connection
  0.04      0.00     0.00     0.00     0.00        1  ActionView::PathSet#load!
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_names
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Base64::Encoding#encode64s
  0.04      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#rewind
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Layout#initialize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::Cookies::InstanceMethods#cookie_key
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::InstanceMethods#persist_by_http_auth
  0.04      0.02     0.00     0.00     0.02        1  ActionController::Filters::InstanceMethods#process
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::OptionsHash#load_session_id!
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Except#except
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#[]=
  0.04      0.00     0.00     0.00     0.00        2  OpenSSL::Digest::Digest#initialize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.03     0.00     0.00     0.03        1  ActionController::Integration::Session#get
  0.04      0.00     0.00     0.00     0.00        2  ActiveRecord::Errors#empty?
  0.04      0.00     0.00     0.00     0.00        1  <Class::CGI>#escapeHTML
  0.04      0.00     0.00     0.00     0.00        4  Integer#to_i
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        2  Kernel#Array
  0.04      0.01     0.00     0.00     0.01        1  ApplicationController#current_user
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        3  Kernel#instance_variable_set
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Rack::Response#close
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        2  String#match
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        3  <Module::I18n>#normalized_key_cache
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#current_session_id
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        5  Hash#has_key?
  0.04      0.00     0.00     0.00     0.00        2  String#sub
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#clear_active_connections!
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Rack::Request#parse_multipart
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.02     0.00     0.00     0.02        1  ActionController::Failsafe#call
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#relative_url_root
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::HttpAuthentication::Basic::ControllerMethods#authenticate_with_http_basic
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::Activation::ClassMethods#activated?
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.01     0.00     0.00     0.01        1  <Module::Benchmark>#ms
  0.04      0.00     0.00     0.00     0.00        2  String#unpack
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::Callbacks#before_persisting
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Filters::ClassMethods#filter_chain
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::Config#params_key
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#persist_by_params
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Module#include
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::Params::InstanceMethods#params_enabled?
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::Session::Scopes::ClassMethods#scope
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.04      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#initialize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.02     0.00     0.00     0.02        1  ActionController::Dispatcher#_call
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Klass::InstanceMethods#klass
  0.03      0.00     0.00     0.00     0.00        1  Hash#each_value
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#connected?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  Object#blank?
  0.03      0.00     0.00     0.00     0.00        1  Array#reverse_each
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#extract_request_environment
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#content_length
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  Rack::Lint#check_status
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#unmarshal
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.01     0.00     0.00     0.01        1  ActionController::Rescue#perform_action_without_flash
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#reset_runtime
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  Hash#replace
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.03     0.00     0.00     0.03        1  Rack::Lint#call
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Activation::ClassMethods#controller=
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Cookies#cookies
  0.03      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#include?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Module::I18n>#default_separator
  0.03      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#key?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#path_parameters=
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#encode_cookies
  0.03      0.00     0.00     0.00     0.00        1  Kernel#tap
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        3  Time#initialize
  0.03      0.00     0.00     0.00     0.00        3  <Class::Time>#allocate
  0.03      0.00     0.00     0.00     0.00        3  String#to_i
  0.03      0.00     0.00     0.00     0.00        2  Module#const_defined?
  0.03      0.00     0.00     0.00     0.00        3  <Class::Thread>#pass
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#sending_file?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#exists?
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#constantize
  0.03      0.00     0.00     0.00     0.00        1  Array#reject
  0.03      0.00     0.00     0.00     0.00        1  <Module::Base64>#decode64
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#master_helper_module
  0.03      0.00     0.00     0.00     0.00        1  ActionController::CookieJar#[]
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#convert_language!
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Callbacks#persist
  0.03      0.00     0.00     0.00     0.00        3  Hash#keys
  0.03      0.00     0.00     0.00     0.00        1  Kernel#instance_eval
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.03     0.00     0.00     0.03        1  BrowsingTest#test_homepage
  0.03      0.00     0.00     0.00     0.00        3  Kernel#object_id
  0.03      0.00     0.00     0.00     0.00        1  <Class::Mime::Type>#lookup
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#clear
  0.03      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#merge
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#recognize_path
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.03      0.00     0.00     0.00     0.00        2  <Class::OpenSSL::Digest>#allocate
  0.03      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#dup
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::AbstractAdapter#params
  0.03      0.00     0.00     0.00     0.00        1  Kernel#clone
  0.03      0.00     0.00     0.00     0.00        1  Regexp#initialize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::StringCoercion::UglyBody#each
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#last_modified?
  0.03      0.00     0.00     0.00     0.00        1  <Module::Rack::Utils>#bytesize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#marshal
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#checkin
  0.03      0.00     0.00     0.00     0.00        1  <Class::NameError::message>#!
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#location=
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionPool#connected_without_synchronization?
  0.03      0.00     0.00     0.00     0.00        2  String#strip
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#path_parameters
  0.03      0.00     0.00     0.00     0.00        3  Array#concat
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Template::EagerPath#load!
  0.02      0.00     0.00     0.00     0.00        3  String#length
  0.02      0.00     0.00     0.00     0.00        1  Regexp#to_s
  0.02      0.00     0.00     0.00     0.00        2  Kernel#initialize_copy
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_content_length
  0.02      0.00     0.00     0.00     0.00        1  I18n::Config#locale
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Timeout::InstanceMethods#reset_stale_state
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Foundation::InstanceMethods#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::ConnectionHandler#clear_active_connections!
  0.02      0.00     0.00     0.00     0.00        1  Hash#values_at
  0.02      0.00     0.00     0.00     0.00        2  Module#extended
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::AbstractAdapter#initialize
  0.02      0.00     0.00     0.00     0.00        1  I18n::Backend::Simple::Implementation#initialized?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#etag?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::UrlRewriter#initialize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Routing::Route#parameter_shell
  0.02      0.00     0.00     0.00     0.00        3  Integer#next
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::HttpAuth::Config#allow_http_basic_auth
  0.02      0.00     0.00     0.00     0.00        1  Exception#initialize
  0.02      0.00     0.00     0.00     0.00        2  <Class::String>#allocate
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_error
  0.02      0.00     0.00     0.00     0.00        1  Rack::Request#content_length
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_content_type
  0.02      0.00     0.00     0.00     0.00        2  Array#last
  0.02      0.00     0.00     0.00     0.00        1  <Module::Base64>#encode64
  0.02      0.00     0.00     0.00     0.00        1  <Module::Authlogic::I18n>#translator
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::RailsAdapter#cookies
  0.02      0.00     0.00     0.00     0.00        2  <Class::StringIO>#allocate
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#initialize
  0.02      0.00     0.00     0.00     0.00        1  Exception#set_backtrace
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#default_charset
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint::ErrorWrapper#initialize
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#protected_instance_variables
  0.02      0.00     0.00     0.00     0.00        1  MatchData#[]
  0.02      0.00     0.00     0.00     0.00        1  ActionController::StringCoercion::UglyBody#initialize
  0.02      0.00     0.00     0.00     0.00        2  String#initialize_copy
  0.02      0.00     0.00     0.00     0.00        1  String#delete
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#session
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#initialize
  0.02      0.00     0.00     0.00     0.00        1  I18n::Backend::Simple::Implementation#translations
  0.02      0.00     0.00     0.00     0.00        2  String#bytesize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::OptionsHash#has_session_id?
  0.02      0.00     0.00     0.00     0.00        2  TrueClass#to_s
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#max
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#keep
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Validation#attempted_record=
  0.02      0.00     0.00     0.00     0.00        2  Kernel#eql?
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#configurations
  0.02      0.00     0.00     0.00     0.00        1  StringIO#read
  0.02      0.00     0.00     0.00     0.00        1  Authlogic::Session::Foundation::InstanceMethods#credentials=
  0.02      0.00     0.00     0.00     0.00        1  I18n::Config#backend
  0.02      0.00     0.00     0.00     0.00        2  Time#to_f
  0.02      0.00     0.00     0.00     0.00        1  Symbol#inspect
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#initialize
  0.02      0.00     0.00     0.00     0.00        1  <Class::Module>#allocate
  0.02      0.00     0.00     0.00     0.00        1  NameError#initialize
  0.02      0.00     0.00     0.00     0.00        1  Regexp#===
  0.02      0.00     0.00     0.00     0.00        1  I18n::Config#default_separator
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#logger
  0.02      0.00     0.00     0.00     0.00        1  <Class::Regexp>#quote
  0.02      0.00     0.00     0.00     0.00        3  Object#initialize
  0.01      0.00     0.00     0.00     0.00        1  <Class::User(id: integer, name: string, admin: boolean, avatar_file_name: string, avatar_content_type: string, avatar_file_size: integer, avatar_updated_at: datetime, login: string, email: string, crypted_password: string, password_salt: string, persistence_token: string, perishable_token: string, login_count: integer, failed_login_count: integer, last_request_at: datetime, current_login_at: datetime, last_login_at: datetime, current_login_ip: string, last_login_ip: string, created_at: datetime, updated_at: datetime, last_project_id: integer, color: string)>#primary_key
  0.01      0.00     0.00     0.00     0.00        1  Fixnum#*
